Geography,variable,population
British Columbia / Colombie-Britannique ( 26.1%),Mauritius_2,105
British Columbia / Colombie-Britannique ( 26.1%),Somalia_2,85
British Columbia / Colombie-Britannique ( 26.1%),Algeria_5,85
British Columbia / Colombie-Britannique ( 26.1%),Egypt_5,195
British Columbia / Colombie-Britannique ( 26.1%),Morocco_5,145
British Columbia / Colombie-Britannique ( 26.1%),Tunisia_2,55
British Columbia / Colombie-Britannique ( 26.1%),Cameroon_2,0
British Columbia / Colombie-Britannique ( 26.1%),"Congo, The Democratic Republic of the_2",75
British Columbia / Colombie-Britannique ( 26.1%),"South Africa, Republic of_5",795
British Columbia / Colombie-Britannique ( 26.1%),Other places of birth in Africa_5,1065
British Columbia / Colombie-Britannique ( 26.1%),Asia_5,73565
British Columbia / Colombie-Britannique ( 26.1%),Philippines_5,15295
British Columbia / Colombie-Britannique ( 26.1%),China_5,21590
British Columbia / Colombie-Britannique ( 26.1%),India_5,13180
British Columbia / Colombie-Britannique ( 26.1%),Pakistan_5,905
British Columbia / Colombie-Britannique ( 26.1%),Iran_5,3430
British Columbia / Colombie-Britannique ( 26.1%),South Korea_2,5490
British Columbia / Colombie-Britannique ( 26.1%),Sri Lanka_5,515
British Columbia / Colombie-Britannique ( 26.1%),Iraq_5,660
British Columbia / Colombie-Britannique ( 26.1%),Bangladesh_5,190
British Columbia / Colombie-Britannique ( 26.1%),Lebanon_5,155
British Columbia / Colombie-Britannique ( 26.1%),Viet Nam_5,1175
British Columbia / Colombie-Britannique ( 26.1%),Taiwan_5,2990
British Columbia / Colombie-Britannique ( 26.1%),Afghanistan_5,400
British Columbia / Colombie-Britannique ( 26.1%),Japan_5,1970
British Columbia / Colombie-Britannique ( 26.1%),Turkey_5,355
British Columbia / Colombie-Britannique ( 26.1%),Israel_2,260
British Columbia / Colombie-Britannique ( 26.1%),Nepal_2,280
British Columbia / Colombie-Britannique ( 26.1%),Hong Kong Special Administrative Region_5,970
British Columbia / Colombie-Britannique ( 26.1%),United Arab Emirates_2,145
British Columbia / Colombie-Britannique ( 26.1%),Saudi Arabia_2,150
British Columbia / Colombie-Britannique ( 26.1%),Syria_2,100
British Columbia / Colombie-Britannique ( 26.1%),Other places of birth in Asia_5,3370
British Columbia / Colombie-Britannique ( 26.1%),Oceania and other_5,1410
British Columbia / Colombie-Britannique ( 26.1%),Total population in private households by generation status,4324460
British Columbia / Colombie-Britannique ( 26.1%),First generation,1272685
British Columbia / Colombie-Britannique ( 26.1%),Second generation,1013330
British Columbia / Colombie-Britannique ( 26.1%),Third generation or more,2038440
British Columbia / Colombie-Britannique ( 26.1%),Males in private households by generation status,2125625
British Columbia / Colombie-Britannique ( 26.1%),First generation_1,600735
British Columbia / Colombie-Britannique ( 26.1%),Second generation_1,504990
British Columbia / Colombie-Britannique ( 26.1%),Third generation or more_1,1019900
British Columbia / Colombie-Britannique ( 26.1%),Females in private households by generation status,2198830
British Columbia / Colombie-Britannique ( 26.1%),First generation_2,671955
British Columbia / Colombie-Britannique ( 26.1%),Second generation_2,508345
British Columbia / Colombie-Britannique ( 26.1%),Third generation or more_2,1018540
British Columbia / Colombie-Britannique ( 26.1%),Total population in private households by visible minority,4324460
British Columbia / Colombie-Britannique ( 26.1%),Total visible minority population,1180870
British Columbia / Colombie-Britannique ( 26.1%),South Asian,313435
British Columbia / Colombie-Britannique ( 26.1%),Chinese,438145
British Columbia / Colombie-Britannique ( 26.1%),Black,33260
British Columbia / Colombie-Britannique ( 26.1%),Filipino,126040
British Columbia / Colombie-Britannique ( 26.1%),Latin American,35465
British Columbia / Colombie-Britannique ( 26.1%),Arab,14090
British Columbia / Colombie-Britannique ( 26.1%),Southeast Asian,51970
British Columbia / Colombie-Britannique ( 26.1%),West Asian,38955
British Columbia / Colombie-Britannique ( 26.1%),Korean,53770
British Columbia / Colombie-Britannique ( 26.1%),Japanese,38120
British Columbia / Colombie-Britannique ( 26.1%),"Visible minority, n.i.e.",6465
British Columbia / Colombie-Britannique ( 26.1%),Multiple visible minorities,31160
British Columbia / Colombie-Britannique ( 26.1%),Not a visible minority,3143585
British Columbia / Colombie-Britannique ( 26.1%),Males in private households by visible minority,2125625
British Columbia / Colombie-Britannique ( 26.1%),Total visible minority population_1,565970
British Columbia / Colombie-Britannique ( 26.1%),South Asian_1,157140
British Columbia / Colombie-Britannique ( 26.1%),Chinese_1,208175
British Columbia / Colombie-Britannique ( 26.1%),Black_1,17370
British Columbia / Colombie-Britannique ( 26.1%),Filipino_1,53710
British Columbia / Colombie-Britannique ( 26.1%),Latin American_1,16985
British Columbia / Colombie-Britannique ( 26.1%),Arab_1,8010
British Columbia / Colombie-Britannique ( 26.1%),Southeast Asian_1,25055
British Columbia / Colombie-Britannique ( 26.1%),West Asian_1,19425
British Columbia / Colombie-Britannique ( 26.1%),Korean_1,25325
British Columbia / Colombie-Britannique ( 26.1%),Japanese_1,16300
British Columbia / Colombie-Britannique ( 26.1%),"Visible minority, n.i.e._1",3220
British Columbia / Colombie-Britannique ( 26.1%),Multiple visible minorities_1,15260
British Columbia / Colombie-Britannique ( 26.1%),Not a visible minority_1,1559660
British Columbia / Colombie-Britannique ( 26.1%),Females in private households by visible minority,2198830
British Columbia / Colombie-Britannique ( 26.1%),Total visible minority population_2,614905
British Columbia / Colombie-Britannique ( 26.1%),South Asian_2,156295
British Columbia / Colombie-Britannique ( 26.1%),Chinese_2,229960
British Columbia / Colombie-Britannique ( 26.1%),Black_2,15895
British Columbia / Colombie-Britannique ( 26.1%),Filipino_2,72325
British Columbia / Colombie-Britannique ( 26.1%),Latin American_2,18480
British Columbia / Colombie-Britannique ( 26.1%),Arab_2,6080
British Columbia / Colombie-Britannique ( 26.1%),Southeast Asian_2,26915
British Columbia / Colombie-Britannique ( 26.1%),West Asian_2,19540
British Columbia / Colombie-Britannique ( 26.1%),Korean_2,28445
British Columbia / Colombie-Britannique ( 26.1%),Japanese_2,21820
British Columbia / Colombie-Britannique ( 26.1%),"Visible minority, n.i.e._2",3240
British Columbia / Colombie-Britannique ( 26.1%),Multiple visible minorities_2,15905
British Columbia / Colombie-Britannique ( 26.1%),Not a visible minority_2,1583925
British Columbia / Colombie-Britannique ( 26.1%),Total population in private households by ethnic origins,4324460
British Columbia / Colombie-Britannique ( 26.1%),North American Aboriginal origins,267085
British Columbia / Colombie-Britannique ( 26.1%),First Nations (North American Indian),202535
British Columbia / Colombie-Britannique ( 26.1%),Inuit,2575
British Columbia / Colombie-Britannique ( 26.1%),Métis,70195
British Columbia / Colombie-Britannique ( 26.1%),Other North American origins,884490
British Columbia / Colombie-Britannique ( 26.1%),Acadian,3555
British Columbia / Colombie-Britannique ( 26.1%),American,77955
British Columbia / Colombie-Britannique ( 26.1%),Canadian,826340
British Columbia / Colombie-Britannique ( 26.1%),New Brunswicker,30
British Columbia / Colombie-Britannique ( 26.1%),Newfoundlander,1505
British Columbia / Colombie-Britannique ( 26.1%),Nova Scotian,175
British Columbia / Colombie-Britannique ( 26.1%),Ontarian,105
British Columbia / Colombie-Britannique ( 26.1%),Québécois,1535
British Columbia / Colombie-Britannique ( 26.1%),"Other North American origins, n.i.e.",680
British Columbia / Colombie-Britannique ( 26.1%),European origins,2812930
British Columbia / Colombie-Britannique ( 26.1%),British Isles origins,1905685
British Columbia / Colombie-Britannique ( 26.1%),Channel Islander,335
British Columbia / Colombie-Britannique ( 26.1%),Cornish,600
British Columbia / Colombie-Britannique ( 26.1%),English,1199955
British Columbia / Colombie-Britannique ( 26.1%),Irish,643470
British Columbia / Colombie-Britannique ( 26.1%),Manx,1460
British Columbia / Colombie-Britannique ( 26.1%),Scottish,833290
British Columbia / Colombie-Britannique ( 26.1%),Welsh,107780
British Columbia / Colombie-Britannique ( 26.1%),"British Isles origins, n.i.e.",107925
British Columbia / Colombie-Britannique ( 26.1%),French origins,369420
British Columbia / Colombie-Britannique ( 26.1%),Alsatian,235
British Columbia / Colombie-Britannique ( 26.1%),Breton,175
British Columbia / Colombie-Britannique ( 26.1%),French,369100
British Columbia / Colombie-Britannique ( 26.1%),Western European origins (except French origins),797120
British Columbia / Colombie-Britannique ( 26.1%),Austrian,45670
British Columbia / Colombie-Britannique ( 26.1%),Belgian,19050
British Columbia / Colombie-Britannique ( 26.1%),Dutch,204700
British Columbia / Colombie-Britannique ( 26.1%),Flemish,2240
British Columbia / Colombie-Britannique ( 26.1%),Frisian,1025
British Columbia / Colombie-Britannique ( 26.1%),German,567670
British Columbia / Colombie-Britannique ( 26.1%),Luxembourger,710
British Columbia / Colombie-Britannique ( 26.1%),Swiss,29705
British Columbia / Colombie-Britannique ( 26.1%),"Western European origins, n.i.e.",435
British Columbia / Colombie-Britannique ( 26.1%),Northern European origins (except British Isles origins),333085
British Columbia / Colombie-Britannique ( 26.1%),Danish,57770
British Columbia / Colombie-Britannique ( 26.1%),Finnish,31610
British Columbia / Colombie-Britannique ( 26.1%),Icelandic,22600
British Columbia / Colombie-Britannique ( 26.1%),Norwegian,134425
British Columbia / Colombie-Britannique ( 26.1%),Swedish,106085
British Columbia / Colombie-Britannique ( 26.1%),"Northern European origins, n.i.e.",12080
British Columbia / Colombie-Britannique ( 26.1%),Eastern European origins,515665
British Columbia / Colombie-Britannique ( 26.1%),Bulgarian,3195
British Columbia / Colombie-Britannique ( 26.1%),Byelorussian,2130
British Columbia / Colombie-Britannique ( 26.1%),Czech,19570
British Columbia / Colombie-Britannique ( 26.1%),"Czechoslovakian, n.o.s.",7860
British Columbia / Colombie-Britannique ( 26.1%),Estonian,3855
British Columbia / Colombie-Britannique ( 26.1%),Hungarian,51025
British Columbia / Colombie-Britannique ( 26.1%),Latvian,4115
British Columbia / Colombie-Britannique ( 26.1%),Lithuanian,5740
British Columbia / Colombie-Britannique ( 26.1%),Moldovan,735
British Columbia / Colombie-Britannique ( 26.1%),Polish,133505
British Columbia / Colombie-Britannique ( 26.1%),Romanian,28335
British Columbia / Colombie-Britannique ( 26.1%),Russian,120835
British Columbia / Colombie-Britannique ( 26.1%),Slovak,9955
British Columbia / Colombie-Britannique ( 26.1%),Ukrainian,203585
British Columbia / Colombie-Britannique ( 26.1%),"Eastern European origins, n.i.e.",2050
British Columbia / Colombie-Britannique ( 26.1%),Southern European origins,303165
British Columbia / Colombie-Britannique ( 26.1%),Albanian,1380
British Columbia / Colombie-Britannique ( 26.1%),Bosnian,2765
British Columbia / Colombie-Britannique ( 26.1%),Croatian,19855
British Columbia / Colombie-Britannique ( 26.1%),Cypriot,295
British Columbia / Colombie-Britannique ( 26.1%),Greek,20075
British Columbia / Colombie-Britannique ( 26.1%),Italian,150660
British Columbia / Colombie-Britannique ( 26.1%),Kosovar,320
British Columbia / Colombie-Britannique ( 26.1%),Macedonian,940
British Columbia / Colombie-Britannique ( 26.1%),Maltese,2340
British Columbia / Colombie-Britannique ( 26.1%),Montenegrin,380
British Columbia / Colombie-Britannique ( 26.1%),Portuguese,36550
British Columbia / Colombie-Britannique ( 26.1%),Serbian,10155
British Columbia / Colombie-Britannique ( 26.1%),Sicilian,740
British Columbia / Colombie-Britannique ( 26.1%),Slovenian,4945
British Columbia / Colombie-Britannique ( 26.1%),Spanish,60175
British Columbia / Colombie-Britannique ( 26.1%),"Yugoslavian, n.o.s.",9020
British Columbia / Colombie-Britannique ( 26.1%),"Southern European origins, n.i.e.",240
British Columbia / Colombie-Britannique ( 26.1%),Other European origins,45605
British Columbia / Colombie-Britannique ( 26.1%),Basque,710
British Columbia / Colombie-Britannique ( 26.1%),Jewish,31860
British Columbia / Colombie-Britannique ( 26.1%),Roma (Gypsy),1030
British Columbia / Colombie-Britannique ( 26.1%),"Slavic, n.o.s.",945
British Columbia / Colombie-Britannique ( 26.1%),"Other European origins, n.i.e.",11375
British Columbia / Colombie-Britannique ( 26.1%),Caribbean origins,20035
British Columbia / Colombie-Britannique ( 26.1%),Antiguan,175
British Columbia / Colombie-Britannique ( 26.1%),Bahamian,270
British Columbia / Colombie-Britannique ( 26.1%),Barbadian,1400
British Columbia / Colombie-Britannique ( 26.1%),Bermudan,255
British Columbia / Colombie-Britannique ( 26.1%),Carib,200
British Columbia / Colombie-Britannique ( 26.1%),Cuban,1240
British Columbia / Colombie-Britannique ( 26.1%),Dominican,475
British Columbia / Colombie-Britannique ( 26.1%),Grenadian,240
British Columbia / Colombie-Britannique ( 26.1%),Haitian,730
British Columbia / Colombie-Britannique ( 26.1%),Jamaican,7980
British Columbia / Colombie-Britannique ( 26.1%),Kittitian/Nevisian,40
British Columbia / Colombie-Britannique ( 26.1%),Martinican,40
British Columbia / Colombie-Britannique ( 26.1%),Montserratan,0
British Columbia / Colombie-Britannique ( 26.1%),Puerto Rican,485
British Columbia / Colombie-Britannique ( 26.1%),St. Lucian,140
British Columbia / Colombie-Britannique ( 26.1%),Trinidadian/Tobagonian,3720
British Columbia / Colombie-Britannique ( 26.1%),Vincentian/Grenadinian,320
British Columbia / Colombie-Britannique ( 26.1%),"West Indian, n.o.s.",1835
British Columbia / Colombie-Britannique ( 26.1%),"Caribbean origins, n.i.e.",1270
British Columbia / Colombie-Britannique ( 26.1%),"Latin, Central and South American origins",52730
British Columbia / Colombie-Britannique ( 26.1%),Aboriginal from Central/South America (except Maya),1900
British Columbia / Colombie-Britannique ( 26.1%),Argentinian,1365
British Columbia / Colombie-Britannique ( 26.1%),Belizean,180
British Columbia / Colombie-Britannique ( 26.1%),Bolivian,275
British Columbia / Colombie-Britannique ( 26.1%),Brazilian,2935
British Columbia / Colombie-Britannique ( 26.1%),Chilean,4875
British Columbia / Colombie-Britannique ( 26.1%),Colombian,4330
British Columbia / Colombie-Britannique ( 26.1%),Costa Rican,645
British Columbia / Colombie-Britannique ( 26.1%),Ecuadorian,710
British Columbia / Colombie-Britannique ( 26.1%),Guatemalan,2150
British Columbia / Colombie-Britannique ( 26.1%),Guyanese,1360
British Columbia / Colombie-Britannique ( 26.1%),Hispanic,1275
British Columbia / Colombie-Britannique ( 26.1%),Honduran,1130
British Columbia / Colombie-Britannique ( 26.1%),Maya,715
British Columbia / Colombie-Britannique ( 26.1%),Mexican,15950
British Columbia / Colombie-Britannique ( 26.1%),Nicaraguan,1215
British Columbia / Colombie-Britannique ( 26.1%),Panamanian,320
British Columbia / Colombie-Britannique ( 26.1%),Paraguayan,740
British Columbia / Colombie-Britannique ( 26.1%),Peruvian,3025
